1.500000E+00,-1.250000E-01
1.666667E+00,-3.703704E-02
1.777778E+00,-1.097394E-02
1.851852E+00,-3.251537E-03
1.901235E+00,-9.634183E-04
1.934156E+00,-2.854573E-04
1.956104E+00,-8.457994E-05
1.970736E+00,-2.506072E-05
1.980491E+00,-7.425399E-06
1.986994E+00,-2.200118E-06
1.991329E+00,-6.518869E-07
1.994219E+00,-1.931517E-07
1.996146E+00,-5.723012E-08
1.997431E+00,-1.695707E-08
1.998287E+00,-5.024318E-09
1.998858E+00,-1.488687E-09
1.999239E+00,-4.410924E-10
1.999493E+00,-1.306940E-10
1.999662E+00,-3.872416E-11
1.999774E+00,-1.147383E-11
1.999850E+00,-3.399652E-12
1.999900E+00,-1.007304E-12
1.999933E+00,-2.984605E-13
