1.000000E+01,1.030000E+02
-1.000000E+00,4.000000E+00
-1.444444E+00,5.086420E+00
6.363636E-01,3.404959E+00
4.850000E+00,2.652250E+01
1.574151E-02,3.000248E+00
-6.008650E-01,3.361039E+00
5.143288E+00,2.945341E+01
-1.340787E+00,4.797710E+00
-2.602512E+00,9.773068E+00
-1.241128E-01,3.015404E+00
9.817981E-01,3.963928E+00
-3.639859E+00,1.624858E+01
2.473083E+00,9.116142E+00
1.028619E+01,1.088057E+02
1.758612E+00,6.092714E+00
1.252774E+00,4.569442E+00
-2.646150E-01,3.070021E+00
-3.371424E+00,1.436650E+01
5.797161E-01,3.336071E+00
1.774709E+00,6.149591E+00
-8.372205E-01,3.700938E+00
-4.784937E+00,2.589562E+01
-1.789432E-01,3.032021E+00
4.318734E-01,3.186515E+00
-1.216652E+01,1.510243E+02
7.034209E-01,3.494801E+00
1.008295E+00,4.016658E+00
-1.338274E+00,4.790977E+00
1.318076E+01,1.767325E+02
-1.742832E+00,6.037463E+00
-2.270678E+00,8.155977E+00
-2.385468E-01,3.056905E+00
9.797199E-01,3.959851E+00
-4.362960E+00,2.203542E+01
2.150151E+00,7.623151E+00
5.595162E+00,3.430584E+01
1.165924E+00,4.359378E+00
5.211490E-01,3.271596E+00
-1.418066E+00,5.010910E+00
4.168753E+00,2.037850E+01
-3.239759E+00,1.349604E+01
-1.776734E+01,3.186785E+02
-2.597308E+00,9.746008E+00
-2.118733E+00,7.489030E+00
-5.307423E-01,3.281687E+00
7.078755E-01,3.501088E+00
-1.905740E+01,3.661845E+02
8.986754E-01,3.807618E+00
1.108361E+00,4.228463E+00
-9.984591E-01,3.996921E+00
-3.736664E+01,1.399266E+03
-8.942779E-01,3.799733E+00
-7.949669E-01,3.631972E+00
1.355090E+00,4.836269E+00
-7.279206E+00,5.598684E+01
2.171460E+00,7.715237E+00
3.681957E+00,1.655681E+01
8.533855E-01,3.728267E+00
3.133808E-02,3.000982E+00
-3.360661E+00,1.429405E+01
9.327171E-01,3.869961E+00
2.526642E+00,9.383920E+00
-1.859760E-01,3.034587E+00
-1.482439E+00,5.197626E+00
